25.039410,121.506676,籓,466920,2020-06-01T00:00:00+08:00,6.2550,0,0.10,28.10,0.87,1008.10,0,4.30,290,2307,1.10,230,2319,0,34.80,1041,25.80,0356,6.10,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T00:10:00+08:00,6.2550,20,0.60,27.80,0.90,1008,-99,4.30,290,2307,1.10,230,2319,0,28.10,0001,27.80,0010,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T00:20:00+08:00,6.2550,990,1.30,27.40,0.94,1007.90,0.50,4.30,290,2307,1.10,230,2319,0,28.10,0001,27.20,0016,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T00:30:00+08:00,6.2550,290,1.40,27.30,0.97,1008,0.50,4.30,290,2307,1.10,230,2319,0,28.10,0001,27.20,0016,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T00:40:00+08:00,6.2550,150,0.30,27.20,0.98,1008.10,0.50,4.30,290,2307,1.10,230,2319,0,28.10,0001,27.10,0034,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T00:50:00+08:00,6.2550,200,0.90,26.90,0.97,1008,0.50,4.30,290,2307,1.10,230,2319,0,28.10,0001,26.80,0049,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T01:00:00+08:00,6.2550,220,0.90,27,0.97,1007.80,0.50,3.80,260,0021,2,250,0025,0,28.10,0001,26.80,0049,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T01:10:00+08:00,6.2550,210,0.80,27,0.98,1007.70,1,3.80,260,0021,2,250,0025,0,28.10,0001,26.80,0049,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T01:20:00+08:00,6.2550,190,0.60,27,0.98,1007.70,1,3.80,260,0021,2,250,0025,0,28.10,0001,26.80,0049,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T01:30:00+08:00,6.2550,160,2.30,26.80,0.98,1007.70,1,3.80,260,0021,2,250,0025,0,28.10,0001,26.70,0125,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T01:40:00+08:00,6.2550,160,1.60,26.60,0.97,1007.50,1,3.80,260,0021,2,250,0025,0,28.10,0001,26.60,0135,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T01:50:00+08:00,6.2550,150,1.40,26.60,0.98,1007.50,2,3.80,260,0021,2,250,0025,0,28.10,0001,26.60,0135,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T02:00:00+08:00,6.2550,160,1.70,26.50,0.97,1007.40,3.50,3.30,190,0129,2.30,160,0130,0,28.10,0001,26.40,0156,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T02:10:00+08:00,6.2550,160,1.20,26.50,0.98,1007.40,3.50,3.30,190,0129,2.30,160,0130,0,28.10,0001,26.40,0156,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T02:20:00+08:00,6.2550,150,1,26.30,0.98,1007.30,3.50,3.30,190,0129,2.30,160,0130,0,28.10,0001,26.30,0220,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T02:30:00+08:00,6.2550,170,1.30,26.30,0.98,1007.40,3.50,3.30,190,0129,2.30,160,0130,0,28.10,0001,26.30,0220,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T02:40:00+08:00,6.2550,160,1.90,26.30,0.98,1007.40,3.50,3.30,190,0129,2.30,160,0130,0,28.10,0001,26.20,0231,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T02:50:00+08:00,6.2550,170,1.40,26.30,0.99,1007.30,3.50,3.30,190,0129,2.30,160,0130,0,28.10,0001,26.20,0231,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T03:00:00+08:00,6.2550,150,2,26.30,0.98,1007.20,3.50,3.20,150,0251,2,150,0300,0,28.10,0001,26.20,0231,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T03:10:00+08:00,6.2550,150,1.50,26.10,0.99,1007.20,3.50,3.20,150,0251,2,150,0300,0,28.10,0001,26.10,0303,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T03:20:00+08:00,6.2550,140,1.50,26.10,0.98,1007,3.50,3.20,150,0251,2,150,0300,0,28.10,0001,26.10,0303,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T03:30:00+08:00,6.2550,140,1.40,26,0.98,1007,3.50,3.20,150,0251,2,150,0300,0,28.10,0001,26,0330,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T03:40:00+08:00,6.2550,120,1.40,26,0.99,1007.10,3.50,3.20,150,0251,2,150,0300,0,28.10,0001,26,0330,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T03:50:00+08:00,6.2550,120,0.90,26,0.99,1007.20,3.50,3.20,150,0251,2,150,0300,0,28.10,0001,26,0330,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T04:00:00+08:00,6.2550,120,1,26.10,0.99,1007.30,3.50,3.20,140,0326,1.80,140,0301,0,28.10,0001,26,0330,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T04:10:00+08:00,6.2550,110,1.10,26,0.99,1007.40,3.50,3.20,140,0326,1.80,140,0301,0,28.10,0001,26,0330,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T04:20:00+08:00,6.2550,120,0.90,26,0.99,1007.40,3.50,3.20,140,0326,1.80,140,0301,0,28.10,0001,26,0330,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T04:30:00+08:00,6.2550,140,0.80,26.10,0.99,1007.40,3.50,3.20,140,0326,1.80,140,0301,0,28.10,0001,26,0330,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T04:40:00+08:00,6.2550,140,0.90,26.10,1,1007.40,3.50,3.20,140,0326,1.80,140,0301,0,28.10,0001,26,0330,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T04:50:00+08:00,6.2550,160,0.80,26.10,1,1007.30,3.50,3.20,140,0326,1.80,140,0301,0,28.10,0001,26,0330,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T05:00:00+08:00,6.2550,160,1.20,25.90,0.99,1007.30,3.50,2.30,170,0453,1.20,110,0407,0,28.10,0001,25.90,0456,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T05:10:00+08:00,6.2550,140,1.10,25.90,0.99,1007.60,3.50,2.30,170,0453,1.20,110,0407,0,28.10,0001,25.90,0456,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T05:20:00+08:00,6.2550,150,1.30,26,1,1007.80,3.50,2.30,170,0453,1.20,110,0407,0,28.10,0001,25.90,0456,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T05:30:00+08:00,6.2550,130,1.10,26.20,0.99,1007.90,3.50,2.30,170,0453,1.20,110,0407,0.01,28.10,0001,25.90,0456,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T05:40:00+08:00,6.2550,120,0.90,26.20,0.99,1007.90,3.50,2.30,170,0453,1.20,110,0407,0.01,28.10,0001,25.90,0456,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T05:50:00+08:00,6.2550,160,0.40,26.20,0.99,1008,3.50,2.30,170,0453,1.20,110,0407,0.02,28.10,0001,25.90,0456,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T06:00:00+08:00,6.2550,140,0.50,26.20,0.98,1008,3.50,2.50,150,0512,1.40,130,0526,0.04,28.10,0001,25.90,0456,0,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T06:10:00+08:00,6.2550,140,1.50,26.20,0.95,1008.30,3.50,2.50,150,0512,1.40,130,0526,0.08,28.10,0001,25.90,0456,0.10,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T06:20:00+08:00,6.2550,170,2,26.30,0.93,1008.40,3.50,2.50,150,0512,1.40,130,0526,0.13,28.10,0001,25.90,0456,0.20,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T06:30:00+08:00,6.2550,140,1.80,26.40,0.92,1008.40,3.50,2.50,150,0512,1.40,130,0526,0.20,28.10,0001,25.90,0456,0.20,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T06:40:00+08:00,6.2550,150,1.90,26.50,0.92,1008.40,3.50,2.50,150,0512,1.40,130,0526,0.29,28.10,0001,25.90,0456,0.20,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T06:50:00+08:00,6.2550,140,1.80,26.80,0.90,1008.50,3.50,2.50,150,0512,1.40,130,0526,0.41,28.10,0001,25.90,0456,0.20,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T07:00:00+08:00,6.2550,140,1.60,27.10,0.88,1008.40,3.50,3.80,140,0635,2,150,0616,0.57,28.10,0001,25.90,0456,0.20,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T07:10:00+08:00,6.2550,160,2.30,27.70,0.81,1008.30,3.50,3.80,140,0635,2,150,0616,0.76,28.10,0001,25.90,0456,0.20,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T07:20:00+08:00,6.2550,170,1.90,28.20,0.74,1008.30,3.50,3.80,140,0635,2,150,0616,0.97,28.20,0718,25.90,0456,0.40,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T07:30:00+08:00,6.2550,150,1.40,28.30,0.66,1008.20,3.50,3.80,140,0635,2,150,0616,1.23,28.30,0727,25.90,0456,0.50,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T07:40:00+08:00,6.2550,140,0.90,29,0.64,1008.10,3.50,3.80,140,0635,2,150,0616,1.52,29,0740,25.90,0456,0.70,-99,-99,籓カ,01,いタ跋,036
25.039410,121.506676,籓,466920,2020-06-01T07:50:00+08:00,6.2550,140,0.90,29.30,0.63,1008,3.50,3.80,140,0635,2,150,0616,1.83,29.30,0749,25.90,0456,0.90,-99,-99,籓カ,01,いタ跋,036
