"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1006.8","1008.3","1008.3","2023/10/01 22:16:00","1005.1","2023/10/01 16:41:00","29.3","32.8","2023/10/01 11:43:00","26.6","2023/10/01 05:30:00","25.9","82","66","2023/10/01 11:45:00","1.3","270","7.0","250","2023/10/01 15:11:00","T","0.3","T","2023/10/01 20:06:00","T","2023/10/01 20:06:00","6.8","57.5","18.88","10.8","-5.3","9","2023/10/01 13:00:00","5.8","30.6","30.5","30.9","31.1","31.1","30.7","30.4"
"02","1007.4","1008.9","1009.2","2023/10/02 08:18:00","1005.6","2023/10/02 14:58:00","29.1","33.3","2023/10/02 12:16:00","25.7","2023/10/02 06:07:00","24.5","77","64","2023/10/02 10:07:00","1.4","270","7.3","280","2023/10/02 13:42:00","0.0","0.0","0.0","--","0.0","--","7.9","66.9","19.95","12.0","5.6","7","2023/10/02 13:00:00","3.2","30.5","30.1","30.6","31.0","31.0","30.8","30.4"
"03","1005.0","1006.5","1007.7","2023/10/03 00:26:00","1002.4","2023/10/03 14:47:00","27.6","32.7","2023/10/03 14:10:00","23.1","2023/10/03 05:43:00","22.1","73","54","2023/10/03 12:08:00","0.9","340","6.1","30","2023/10/03 15:29:00","0.0","0.0","0.0","--","0.0","--","9.5","80.6","20.45","11.8","5.6","10","2023/10/03 12:00:00","6.0","28.9","29.3","30.2","30.8","31.0","30.8","30.6"
"04","1000.1","1001.5","1004.6","2023/10/04 00:01:00","995.1","2023/10/04 23:55:00","26.7","27.8","2023/10/04 10:43:00","25.7","2023/10/04 01:17:00","24.4","87","80","2023/10/04 15:52:00","2.1","340","12.5","310","2023/10/04 22:51:00","0.5","2.7","0.5","2023/10/04 19:48:00","0.5","2023/10/04 19:48:00","0.0","0.0","3.90","10.8","-1.1","2","2023/10/04 13:00:00","9.8","27.2","28.6","29.5","30.3","30.6","30.7","30.6"
"05","996.4","997.8","1004.5","2023/10/05 23:59:00","992.2","2023/10/05 09:00:00","27.7","29.9","2023/10/05 15:27:00","26.1","2023/10/05 05:31:00","23.5","78","61","2023/10/05 22:32:00","3.2","350","16.9","180","2023/10/05 18:02:00","T","0.4","T","2023/10/05 05:16:00","T","2023/10/05 05:16:00","0.0","0.0","6.83","10.8","-1.6","4","2023/10/05 11:00:00","9.0","27.2","27.7","28.5","29.4","29.7","30.5","30.7"
"06","1007.2","1008.7","1009.1","2023/10/06 22:00:00","1004.0","2023/10/06 00:57:00","25.5","28.8","2023/10/06 04:36:00","23.7","2023/10/06 15:30:00","23.4","89","62","2023/10/06 04:35:00","1.3","140","14.2","110","2023/10/06 00:06:00","19.0","8.1","5.5","2023/10/06 12:20:00","10.0","2023/10/06 12:20:00","0.0","0.0","4.58","11.2","-1.4","3","2023/10/06 12:00:00","9.4","26.4","27.2","28.0","28.9","29.3","30.2","30.6"
"07","1009.2","1010.7","1011.0","2023/10/07 22:20:00","1007.5","2023/10/07 03:22:00","26.6","31.7","2023/10/07 12:55:00","23.6","2023/10/07 00:59:00","24.5","89","67","2023/10/07 12:53:00","0.8","280","5.1","250","2023/10/07 13:51:00","T","0.7","T","2023/10/07 05:06:00","T","2023/10/07 05:06:00","4.5","38.5","16.04","11.2","3.5","8","2023/10/07 13:00:00","7.4","27.8","27.7","28.0","28.4","28.7","29.8","30.5"
"08","1011.2","1012.7","1013.4","2023/10/08 20:26:00","1009.5","2023/10/08 04:14:00","26.7","31.6","2023/10/08 12:01:00","24.2","2023/10/08 05:36:00","24.9","91","67","2023/10/08 12:29:00","0.8","290","5.3","310","2023/10/08 16:09:00","6.5","2.0","3.0","2023/10/08 18:13:00","5.5","2023/10/08 17:57:00","1.0","8.5","12.53","11.0","-3.1","7","2023/10/08 12:00:00","8.2","28.1","28.4","28.7","29.0","29.1","29.6","30.4"
"09","1012.6","1014.1","1014.5","2023/10/09 20:23:00","1011.2","2023/10/09 14:44:00","27.0","31.1","2023/10/09 12:58:00","24.5","2023/10/09 05:34:00","25.2","90","70","2023/10/09 13:57:00","1.1","280","6.6","270","2023/10/09 14:11:00","0.0","0.0","0.0","--","0.0","--","9.0","77.3","20.41","10.4","4.0","10","2023/10/09 12:00:00","3.6","28.8","28.7","29.0","29.3","29.3","29.6","30.3"
"10","1012.7","1014.2","1014.3","2023/10/10 07:39:00","1010.6","2023/10/10 15:07:00","27.2","30.8","2023/10/10 10:51:00","24.6","2023/10/10 04:41:00","24.7","87","72","2023/10/10 10:46:00","1.0","280","6.6","260","2023/10/10 12:45:00","0.0","0.0","0.0","--","0.0","--","6.7","57.6","18.47","9.8","4.2","8","2023/10/10 12:00:00","5.0","29.0","28.9","29.3","29.5","29.6","29.7","30.2"
"11","1013.2","1014.7","1014.9","2023/10/11 21:15:00","1011.7","2023/10/11 14:50:00","27.5","31.1","2023/10/11 10:47:00","24.4","2023/10/11 05:26:00","23.5","80","62","2023/10/11 14:03:00","1.0","270","5.8","260","2023/10/11 11:52:00","0.0","0.0","0.0","--","0.0","--","9.7","83.6","20.83","6.2","6.0","9","2023/10/11 12:00:00","3.2","29.0","29.1","29.4","29.7","29.8","29.7","30.2"
"12","1013.7","1015.2","1015.3","2023/10/12 08:06:00","1012.0","2023/10/12 15:20:00","26.5","30.7","2023/10/12 10:41:00","22.2","2023/10/12 05:33:00","22.5","79","66","2023/10/12 14:37:00","0.9","260","5.0","260","2023/10/12 11:32:00","0.0","0.0","0.0","--","0.0","--","6.7","57.8","16.82","8.4","4.2","7","2023/10/12 11:00:00","3.0","28.1","28.5","29.1","29.7","29.8","29.9","30.2"
"13","1012.1","1013.6","1013.8","2023/10/13 08:21:00","1010.2","2023/10/13 14:51:00","26.5","30.4","2023/10/13 11:15:00","23.7","2023/10/13 04:45:00","23.5","84","67","2023/10/13 09:32:00","1.0","280","6.3","260","2023/10/13 11:42:00","0.0","0.0","0.0","--","0.0","--","8.4","72.6","17.60","10.0","3.5","8","2023/10/13 12:00:00","2.8","28.6","28.6","29.1","29.6","29.7","29.8","30.2"
