"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","994.5","996.6","999.9","2023/06/01 23:08:00","991.4","2023/06/01 00:47:00","28.6","32.4","2023/06/01 11:31:00","25.6","2023/06/01 03:06:00","23.4","74","58","2023/06/01 09:08:00","3.6","180","13.4","230","2023/06/01 02:29:00","0.0","0.0","0.0","--","0.0","--","9.7","71.9","24.38","22.6","4.2","12","2023/06/01 13:00:00","4.6","27.3","27.8","27.5","27.0","27.3","27.6","26.8"
"02","1003.3","1005.5","1007.6","2023/06/02 21:41:00","999.1","2023/06/02 01:09:00","27.8","31.7","2023/06/02 12:11:00","25.6","2023/06/02 01:42:00","24.4","82","70","2023/06/02 07:59:00","2.5","150","8.2","160","2023/06/02 12:21:00","2.5","5.8","1.0","2023/06/02 23:18:00","1.5","2023/06/02 22:25:00","4.0","29.5","18.15","15.8","-3.7","11","2023/06/02 12:00:00","8.0","27.7","28.3","28.1","27.8","28.1","28.5","26.9"
"03","1007.9","1010.1","1010.4","2023/06/03 22:09:00","1006.0","2023/06/03 04:21:00","27.4","31.8","2023/06/03 13:08:00","24.6","2023/06/03 23:49:00","25.0","87","74","2023/06/03 12:21:00","2.5","140","7.0","310","2023/06/03 19:56:00","55.5","7.6","9.0","2023/06/03 20:11:00","24.5","2023/06/03 19:40:00","5.4","40.0","21.09","14.4","-2.0","12","2023/06/03 12:00:00","7.6","27.6","28.3","28.3","28.0","28.4","28.9","27.2"
"04","1008.4","1010.6","1010.0","2023/06/04 00:01:00","1007.0","2023/06/04 15:35:00","27.2","31.1","2023/06/04 14:01:00","24.5","2023/06/04 01:18:00","25.0","89","74","2023/06/04 11:59:00","2.4","140","6.7","140","2023/06/04 10:38:00","37.0","6.5","7.0","2023/06/04 20:15:00","20.0","2023/06/04 19:31:00","6.9","51.1","22.69","12.0","-3.6","11","2023/06/04 12:00:00","6.0","27.3","27.8","27.7","27.6","28.2","29.0","27.7"
"05","1007.8","1010.0","1009.7","2023/06/05 22:17:00","1006.3","2023/06/05 15:42:00","28.0","30.7","2023/06/05 12:58:00","25.6","2023/06/05 03:24:00","25.5","87","75","2023/06/05 10:55:00","4.4","170","11.7","160","2023/06/05 12:41:00","1.0","2.6","0.5","2023/06/05 23:34:00","1.0","2023/06/05 23:34:00","8.3","61.4","25.72","13.8","-4.7","12","2023/06/05 12:00:00","4.4","28.2","28.8","28.6","28.2","28.6","29.4","28.0"
"06","1007.6","1009.8","1009.9","2023/06/06 22:09:00","1006.0","2023/06/06 16:23:00","27.4","30.4","2023/06/06 12:37:00","24.5","2023/06/06 02:35:00","25.1","87","76","2023/06/06 13:13:00","4.3","180","11.5","160","2023/06/06 13:21:00","17.0","4.6","4.5","2023/06/06 01:19:00","8.5","2023/06/06 01:15:00","9.0","66.3","25.65","19.0","-5.6","12","2023/06/06 13:00:00","3.4","27.9","28.7","28.5","28.2","28.8","29.7","28.1"
"07","1008.4","1010.6","1009.5","2023/06/07 22:17:00","1007.5","2023/06/07 17:11:00","27.2","30.7","2023/06/07 12:20:00","24.5","2023/06/07 05:01:00","25.0","88","76","2023/06/07 07:19:00","3.5","240","10.2","180","2023/06/07 14:32:00","1.5","1.2","1.0","2023/06/07 15:02:00","1.5","2023/06/07 15:02:00","8.1","59.6","22.03","21.0","-3.0","12","2023/06/07 12:00:00","4.6","27.9","28.7","28.5","28.2","28.8","29.9","28.3"
"08","1006.4","1008.6","1008.6","2023/06/08 00:01:00","1004.4","2023/06/08 16:21:00","27.4","30.1","2023/06/08 12:40:00","24.5","2023/06/08 05:10:00","24.7","85","76","2023/06/08 13:20:00","3.9","180","12.4","180","2023/06/08 13:43:00","1.0","2.1","0.5","2023/06/08 00:48:00","1.0","2023/06/08 00:48:00","8.0","59.1","23.99","22.0","-7.1","13","2023/06/08 13:00:00","4.6","27.8","28.7","28.6","28.3","28.9","29.9","28.4"
"09","1003.6","1005.8","1005.8","2023/06/09 00:02:00","1001.1","2023/06/09 15:27:00","26.6","29.8","2023/06/09 13:42:00","24.3","2023/06/09 23:39:00","25.1","92","81","2023/06/09 09:19:00","2.8","160","11.9","30","2023/06/09 17:15:00","138.5","7.8","9.0","2023/06/09 20:08:00","47.5","2023/06/09 20:05:00","4.3","31.7","19.52","17.6","-4.8","11","2023/06/09 14:00:00","6.4","27.1","27.6","27.7","28.0","28.8","30.0","28.5"
"10","1001.4","1003.6","1004.1","2023/06/10 00:01:00","999.6","2023/06/10 15:29:00","26.3","29.1","2023/06/10 11:11:00","24.3","2023/06/10 02:36:00","24.7","91","78","2023/06/10 11:29:00","1.9","180","6.7","180","2023/06/10 13:57:00","8.0","4.8","3.5","2023/06/10 00:13:00","6.0","2023/06/10 00:01:00","1.0","7.3","12.56","13.8","-7.1","11","2023/06/10 12:00:00","9.2","25.8","26.4","26.3","26.1","26.9","28.2","28.9"
"11","1000.8","1003.0","1002.6","2023/06/11 21:04:00","999.5","2023/06/11 02:47:00","27.0","30.5","2023/06/11 11:43:00","24.9","2023/06/11 04:15:00","24.7","88","71","2023/06/11 10:01:00","2.2","80","7.9","80","2023/06/11 12:05:00","1.0","2.8","0.5","2023/06/11 15:03:00","1.0","2023/06/11 15:03:00","4.6","33.8","18.07","16.0","-4.4","12","2023/06/11 12:00:00","6.8","26.9","27.8","27.6","27.3","27.9","28.6","28.5"
"12","1001.5","1003.7","1002.7","2023/06/12 08:42:00","1000.2","2023/06/12 15:52:00","25.6","28.4","2023/06/12 09:07:00","23.6","2023/06/12 20:08:00","24.0","91","79","2023/06/12 07:44:00","2.7","30","11.0","30","2023/06/12 17:17:00","76.0","10.1","10.5","2023/06/12 16:19:00","36.0","2023/06/12 15:39:00","0.5","3.7","7.09","8.9","-0.9","4","2023/06/12 11:00:00","10.0","25.9","26.8","26.8","26.9","27.8","28.6","28.4"
"13","1001.0","1003.2","1002.9","2023/06/13 22:35:00","999.5","2023/06/13 04:06:00","26.1","29.5","2023/06/13 11:36:00","23.3","2023/06/13 02:25:00","23.3","85","68","2023/06/13 11:30:00","2.1","250","5.8","230","2023/06/13 05:38:00","T","1.0","T","2023/06/13 18:15:00","T","2023/06/13 18:15:00","2.1","15.5","14.24","16.8","-2.4","10","2023/06/13 12:00:00","9.0","25.6","26.4","26.3","26.0","26.8","27.7","28.3"
"14","1003.3","1005.5","1007.3","2023/06/14 22:18:00","1000.7","2023/06/14 02:02:00","26.8","29.9","2023/06/14 09:27:00","24.2","2023/06/14 22:22:00","23.9","85","69","2023/06/14 09:28:00","2.3","40","7.4","40","2023/06/14 21:03:00","13.0","5.4","3.0","2023/06/14 22:07:00","8.0","2023/06/14 21:23:00","2.2","16.1","14.66","17.6","-1.3","7","2023/06/14 11:00:00","6.2","26.3","27.1","27.0","26.8","27.4","28.1","28.1"
"15","1007.2","1009.4","1008.5","2023/06/15 21:52:00","1004.8","2023/06/15 02:02:00","24.6","26.3","2023/06/15 10:57:00","23.7","2023/06/15 00:50:00","23.5","94","88","2023/06/15 12:40:00","2.2","300","8.6","30","2023/06/15 21:14:00","24.0","10.1","2.5","2023/06/15 20:12:00","11.0","2023/06/15 20:59:00","0.0","0.0","4.72","9.6","-1.0","4","2023/06/15 11:00:00","10.0","25.2","26.1","26.2","26.3","27.2","28.0","28.0"
"16","1007.8","1010.0","1009.2","2023/06/16 22:59:00","1006.4","2023/06/16 16:07:00","26.3","29.3","2023/06/16 11:30:00","23.8","2023/06/16 00:01:00","25.1","93","82","2023/06/16 11:47:00","2.7","170","8.5","180","2023/06/16 15:17:00","16.5","4.2","6.5","2023/06/16 16:01:00","12.5","2023/06/16 15:21:00","0.4","2.9","12.28","13.6","-1.5","8","2023/06/16 12:00:00","9.2","25.9","26.5","26.3","26.0","26.7","27.4","27.9"
"17","1009.1","1011.3","1010.5","2023/06/17 09:50:00","1007.8","2023/06/17 15:24:00","27.2","29.3","2023/06/17 12:05:00","25.3","2023/06/17 02:38:00","25.5","90","79","2023/06/17 10:39:00","2.0","230","6.7","160","2023/06/17 16:24:00","T","0.2","T","2023/06/17 18:05:00","T","2023/06/17 18:05:00","0.0","0.0","9.94","15.0","-1.3","7","2023/06/17 12:00:00","10.0","26.7","27.2","27.1","26.7","27.3","27.8","27.7"
"18","1007.4","1009.6","1009.6","2023/06/18 00:37:00","1005.4","2023/06/18 16:24:00","28.3","30.9","2023/06/18 11:50:00","26.1","2023/06/18 04:16:00","26.2","89","81","2023/06/18 11:20:00","2.3","170","8.9","150","2023/06/18 13:57:00","0.0","0.0","0.0","--","0.0","--","3.1","22.8","19.57","18.2","4.1","12","2023/06/18 12:00:00","8.6","27.7","28.4","28.2","27.6","27.9","28.3","27.8"
"19","1004.5","1006.7","1007.0","2023/06/19 00:01:00","1002.9","2023/06/19 16:16:00","29.0","32.2","2023/06/19 12:16:00","26.2","2023/06/19 05:22:00","25.6","82","71","2023/06/19 08:25:00","1.9","80","5.9","130","2023/06/19 12:53:00","0.0","0.0","0.0","--","0.0","--","8.8","64.8","24.62","18.6","5.3","12","2023/06/19 12:00:00","7.2","28.5","29.4","29.2","28.6","28.9","29.3","27.9"
"20","1003.7","1005.9","1005.5","2023/06/20 22:17:00","1002.5","2023/06/20 15:41:00","28.8","32.6","2023/06/20 13:16:00","25.7","2023/06/20 05:16:00","23.8","74","64","2023/06/20 22:44:00","2.5","300","6.0","90","2023/06/20 12:34:00","0.0","0.0","0.0","--","0.0","--","12.0","88.4","27.94","22.0","9.6","12","2023/06/20 12:00:00","5.6","29.2","29.8","29.6","29.3","29.6","30.0","28.3"
"21","1004.5","1006.7","1006.1","2023/06/21 22:25:00","1002.9","2023/06/21 16:05:00","28.9","32.4","2023/06/21 12:12:00","24.8","2023/06/21 04:25:00","24.3","76","64","2023/06/21 07:48:00","2.8","240","6.6","240","2023/06/21 04:55:00","0.0","0.0","0.0","--","0.0","--","12.3","90.6","27.79","16.2","7.2","12","2023/06/21 12:00:00","4.8","29.7","30.2","30.0","29.8","30.2","30.8","28.7"
"22","1005.7","1007.9","1007.6","2023/06/22 21:49:00","1004.8","2023/06/22 03:45:00","29.4","32.6","2023/06/22 11:19:00","25.8","2023/06/22 04:55:00","24.1","73","61","2023/06/22 15:37:00","2.3","250","5.9","70","2023/06/22 15:32:00","0.0","0.0","0.0","--","0.0","--","9.1","67.0","24.98","16.2","6.0","12","2023/06/22 13:00:00","7.2","30.1","30.6","30.5","30.4","30.8","31.5","29.1"
"23","1007.0","1009.2","1009.0","2023/06/23 22:05:00","1006.1","2023/06/23 02:14:00","29.1","32.6","2023/06/23 12:52:00","26.3","2023/06/23 05:26:00","24.1","75","66","2023/06/23 12:52:00","2.4","240","6.4","80","2023/06/23 13:39:00","T","0.3","T","2023/06/23 20:43:00","T","2023/06/23 20:43:00","9.4","69.3","23.47","18.0","-6.1","12","2023/06/23 13:00:00","7.6","30.5","31.1","31.0","30.9","31.3","31.9","29.5"
"24","1007.9","1010.1","1010.3","2023/06/24 22:21:00","1006.5","2023/06/24 16:00:00","28.8","31.8","2023/06/24 14:00:00","26.0","2023/06/24 05:20:00","24.8","79","68","2023/06/24 08:03:00","4.5","180","11.8","180","2023/06/24 12:46:00","0.0","0.0","0.0","--","0.0","--","9.8","71.9","24.88","23.0","7.5","12","2023/06/24 12:00:00","4.4","30.2","30.9","30.9","31.0","31.5","32.3","29.8"
"25","1009.1","1011.3","1010.4","2023/06/25 21:32:00","1007.9","2023/06/25 15:29:00","28.7","31.9","2023/06/25 12:45:00","25.5","2023/06/25 05:08:00","25.0","81","69","2023/06/25 08:29:00","4.5","180","11.0","170","2023/06/25 14:39:00","T","0.3","T","2023/06/25 20:30:00","T","2023/06/25 20:30:00","10.2","74.8","26.17","17.6","-7.0","12","2023/06/25 13:00:00","8.0","30.5","31.2","31.2","31.0","31.6","32.5","30.1"
"26","1009.4","1011.6","1010.9","2023/06/26 21:27:00","1007.7","2023/06/26 15:17:00","28.7","31.7","2023/06/26 14:16:00","25.6","2023/06/26 05:16:00","24.3","77","64","2023/06/26 08:04:00","4.2","240","10.5","180","2023/06/26 14:06:00","0.0","0.0","0.0","--","0.0","--","11.2","82.6","27.99","22.0","7.0","13","2023/06/26 13:00:00","2.8","30.6","31.5","31.5","31.3","31.8","32.8","30.3"
"27","1010.4","1012.6","1012.1","2023/06/27 21:37:00","1009.1","2023/06/27 14:36:00","28.5","31.6","2023/06/27 11:50:00","25.2","2023/06/27 04:39:00","24.4","78","64","2023/06/27 08:22:00","4.2","240","9.7","170","2023/06/27 12:52:00","T","0.4","T","2023/06/27 19:05:00","T","2023/06/27 19:05:00","10.2","74.8","26.37","19.0","-6.8","13","2023/06/27 12:00:00","3.6","30.7","31.6","31.6","31.6","32.1","33.1","30.6"
"28","1010.4","1012.6","1013.3","2023/06/28 05:17:00","1008.4","2023/06/28 18:54:00","26.6","28.3","2023/06/28 15:05:00","24.2","2023/06/28 05:37:00","24.3","87","79","2023/06/28 18:04:00","3.5","230","17.1","190","2023/06/28 05:01:00","8.5","4.6","2.5","2023/06/28 05:12:00","6.5","2023/06/28 05:12:00","0.0","0.0","7.91","12.2","-1.0","5","2023/06/28 12:00:00","10.0","28.4","29.6","30.0","30.5","31.6","32.9","30.8"
"29","1007.3","1009.5","1009.8","2023/06/29 07:15:00","1005.5","2023/06/29 15:50:00","27.7","30.7","2023/06/29 12:09:00","24.7","2023/06/29 02:45:00","24.5","83","70","2023/06/29 08:26:00","4.4","180","13.0","160","2023/06/29 12:18:00","T","0.2","T","2023/06/29 21:06:00","T","2023/06/29 21:06:00","7.4","54.6","24.36","18.0","-4.6","14","2023/06/29 13:00:00","5.4","28.6","29.4","29.4","29.3","30.2","31.5","30.8"
"30","1005.9","1008.1","1008.1","2023/06/30 21:31:00","1004.7","2023/06/30 02:30:00","27.6","31.1","2023/06/30 12:14:00","25.3","2023/06/30 05:09:00","25.1","87","71","2023/06/30 08:37:00","3.5","170","10.9","200","2023/06/30 14:05:00","40.5","5.7","11.0","2023/06/30 19:52:00","34.0","2023/06/30 19:32:00","4.3","31.7","18.49","18.6","-4.4","12","2023/06/30 13:00:00","7.6","28.2","29.1","29.5","29.6","30.6","31.7","30.6"
