"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1012.9","1015.8","1014.3","2023/05/01 22:09:00","1011.5","2023/05/01 03:39:00","21.8","26.8","2023/05/01 11:46:00","17.7","2023/05/01 00:10:00","15.1","67","44","2023/05/01 10:53:00","3.1","80","12.4","40","2023/05/01 14:56:00","0.0","0.0","0.0","--","0.0","--","4.2","32.2","19.17","25.0","3.3","12","2023/05/01 12:00:00","6.4","21.6","22.4","22.0","22.3","22.4","22.6","22.6"
"02","1012.6","1015.3","1014.0","2023/05/02 07:55:00","1010.8","2023/05/02 15:17:00","25.5","31.2","2023/05/02 13:29:00","19.7","2023/05/02 02:40:00","20.4","75","54","2023/05/02 10:26:00","1.7","130","6.9","70","2023/05/02 00:29:00","0.0","0.0","0.0","--","0.0","--","7.1","54.3","19.46","24.0","5.3","12","2023/05/02 12:00:00","5.8","25.2","24.6","23.6","23.3","22.9","22.9","22.5"
"03","1010.7","1013.5","1012.8","2023/05/03 00:01:00","1009.1","2023/05/03 16:08:00","26.7","34.0","2023/05/03 12:42:00","20.9","2023/05/03 05:16:00","21.7","76","41","2023/05/03 10:57:00","1.2","90","6.6","120","2023/05/03 13:10:00","0.0","0.0","0.0","--","0.0","--","7.2","55.1","19.04","23.6","4.6","11","2023/05/03 11:00:00","7.0","26.3","26.2","25.3","24.9","24.4","23.9","22.6"
"04","1007.0","1009.8","1009.7","2023/05/04 00:01:00","1004.7","2023/05/04 15:09:00","26.8","33.2","2023/05/04 12:35:00","21.3","2023/05/04 05:03:00","22.5","79","50","2023/05/04 12:36:00","0.9","310","6.3","20","2023/05/04 13:17:00","0.0","0.0","0.0","--","0.0","--","6.7","51.1","20.54","22.2","5.0","11","2023/05/04 12:00:00","7.6","26.9","27.1","26.0","25.7","25.2","24.7","22.9"
"05","1003.1","1005.9","1005.3","2023/05/05 00:10:00","1001.0","2023/05/05 14:53:00","27.6","34.9","2023/05/05 13:09:00","23.2","2023/05/05 05:15:00","23.1","78","46","2023/05/05 13:05:00","0.9","60","8.0","40","2023/05/05 15:27:00","0.0","0.0","0.0","--","0.0","--","6.3","47.9","18.73","17.8","3.6","10","2023/05/05 13:00:00","6.8","27.9","28.1","27.0","26.6","26.1","25.5","23.2"
"06","1002.1","1004.9","1004.2","2023/05/06 21:01:00","999.5","2023/05/06 17:11:00","27.6","34.6","2023/05/06 13:59:00","22.7","2023/05/06 04:03:00","22.6","77","44","2023/05/06 13:54:00","1.2","60","7.3","280","2023/05/06 14:23:00","2.0","2.3","0.5","2023/05/06 20:44:00","1.5","2023/05/06 20:44:00","3.6","27.4","17.65","23.8","-5.1","11","2023/05/06 12:00:00","8.2","27.7","27.8","26.9","26.9","26.5","26.1","23.6"
"07","1004.3","1007.1","1009.9","2023/05/07 22:16:00","998.6","2023/05/07 03:23:00","22.7","29.6","2023/05/07 11:17:00","18.9","2023/05/07 23:21:00","21.0","91","63","2023/05/07 11:01:00","1.4","60","7.8","40","2023/05/07 15:31:00","16.5","8.9","4.5","2023/05/07 14:21:00","10.5","2023/05/07 14:04:00","0.2","1.5","6.59","15.4","-2.0","7","2023/05/07 11:00:00","9.8","24.8","25.9","25.8","26.4","26.4","26.3","24.0"
"08","1010.9","1013.7","1013.3","2023/05/08 21:35:00","1008.3","2023/05/08 02:13:00","19.2","21.1","2023/05/08 12:38:00","18.0","2023/05/08 05:05:00","17.9","92","82","2023/05/08 12:52:00","1.0","80","6.8","50","2023/05/08 16:16:00","26.0","15.0","2.0","2023/05/08 01:04:00","7.0","2023/05/08 06:03:00","0.0","0.0","5.58","6.8","-0.9","4","2023/05/08 13:00:00","10.0","21.9","23.0","23.1","24.1","24.5","24.9","24.3"
"09","1012.5","1015.4","1013.6","2023/05/09 07:20:00","1011.3","2023/05/09 16:22:00","19.4","21.3","2023/05/09 10:28:00","18.0","2023/05/09 01:44:00","15.3","78","65","2023/05/09 15:57:00","2.4","70","8.6","60","2023/05/09 15:21:00","0.5","0.3","0.5","2023/05/09 00:04:00","0.5","2023/05/09 00:04:00","0.0","0.0","7.00","21.6","1.6","4","2023/05/09 10:00:00","9.8","20.8","21.9","22.0","22.9","23.3","24.0","24.2"
"10","1011.8","1014.7","1013.0","2023/05/10 07:15:00","1010.0","2023/05/10 13:33:00","21.8","28.0","2023/05/10 13:46:00","17.9","2023/05/10 23:19:00","15.9","70","45","2023/05/10 13:57:00","2.5","60","9.5","70","2023/05/10 13:12:00","0.0","0.0","0.0","--","0.0","--","7.6","57.4","23.43","20.0","2.2","12","2023/05/10 13:00:00","3.6","23.0","23.6","22.7","23.0","22.9","23.4","23.9"
"11","1011.8","1014.6","1013.2","2023/05/11 08:07:00","1010.7","2023/05/11 14:21:00","23.1","28.9","2023/05/11 12:21:00","17.8","2023/05/11 00:22:00","18.4","75","58","2023/05/11 11:05:00","1.7","90","6.1","40","2023/05/11 14:08:00","0.0","0.0","0.0","--","0.0","--","0.5","3.8","13.11","17.0","3.1","8","2023/05/11 13:00:00","8.6","23.6","23.9","23.4","23.7","23.6","23.8","23.7"
"12","1011.3","1014.1","1012.8","2023/05/12 07:19:00","1009.6","2023/05/12 15:35:00","23.5","28.0","2023/05/12 10:59:00","19.9","2023/05/12 05:29:00","20.4","84","60","2023/05/12 10:55:00","0.7","240","5.2","320","2023/05/12 15:28:00","0.5","2.5","0.5","2023/05/12 19:14:00","0.5","2023/05/12 19:14:00","0.4","3.0","10.64","15.2","-1.0","8","2023/05/12 11:00:00","9.6","24.2","24.5","23.9","24.1","24.0","24.1","23.6"
"13","1010.8","1013.6","1012.6","2023/05/13 08:46:00","1009.4","2023/05/13 16:22:00","21.5","22.9","2023/05/13 10:05:00","20.3","2023/05/13 23:02:00","20.0","91","79","2023/05/13 14:54:00","1.0","140","4.7","70","2023/05/13 13:50:00","2.0","2.2","0.5","2023/05/13 00:48:00","1.0","2023/05/13 04:38:00","0.0","0.0","2.83","13.4","1.2","2","2023/05/13 10:00:00","10.0","22.9","23.7","23.5","24.0","24.0","24.2","23.7"
