"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1015.8","1018.6","1017.6","2023/12/01 08:41:00","1014.5","2023/12/01 15:14:00","23.8","26.1","2023/12/01 12:26:00","22.0","2023/12/01 21:40:00","17.8","69","62","2023/12/01 10:14:00","7.8","30","21.5","20","2023/12/01 18:43:00","0.0","0.0","0.0","--","0.0","--","6.4","59.1","16.42","24.4","6.6","7","2023/12/01 12:00:00","7.0","25.4","23.6","23.6","22.8","23.8","24.7","24.7"
"02","1016.2","1019.0","1018.5","2023/12/02 09:21:00","1014.4","2023/12/02 14:04:00","23.3","25.8","2023/12/02 12:27:00","21.7","2023/12/02 02:16:00","16.7","66","57","2023/12/02 12:13:00","7.1","30","21.4","50","2023/12/02 01:10:00","0.0","0.0","0.0","--","0.0","--","6.1","55.6","14.89","23.0","5.4","6","2023/12/02 12:00:00","4.0","24.6","22.7","22.9","22.2","23.4","24.1","24.7"
"03","1015.7","1018.5","1017.4","2023/12/03 09:23:00","1014.0","2023/12/03 15:13:00","24.4","26.5","2023/12/03 11:21:00","22.7","2023/12/03 03:29:00","18.8","71","61","2023/12/03 09:43:00","3.5","20","16.8","60","2023/12/03 00:18:00","T","0.2","T","2023/12/03 21:09:00","T","2023/12/03 21:09:00","1.5","13.7","9.36","22.4","-2.9","5","2023/12/03 12:00:00","8.6","24.9","23.2","23.2","22.3","23.3","24.2","24.6"
"04","1011.9","1014.7","1014.7","2023/12/04 00:01:00","1010.1","2023/12/04 13:48:00","24.9","29.2","2023/12/04 12:07:00","23.4","2023/12/04 02:11:00","19.9","74","57","2023/12/04 11:58:00","1.8","20","13.2","360","2023/12/04 02:58:00","T","0.4","T","2023/12/04 08:01:00","T","2023/12/04 08:01:00","1.8","16.7","11.07","21.2","3.0","6","2023/12/04 12:00:00","9.2","25.4","23.8","23.8","22.8","23.7","24.7","24.6"
"05","1010.9","1013.7","1012.4","2023/12/05 08:16:00","1009.4","2023/12/05 03:34:00","24.0","27.2","2023/12/05 10:25:00","21.7","2023/12/05 05:58:00","20.4","81","67","2023/12/05 10:15:00","2.1","40","11.8","20","2023/12/05 20:59:00","0.0","0.0","0.0","--","0.0","--","2.8","25.6","9.20","24.4","2.8","4","2023/12/05 11:00:00","6.4","25.0","23.8","23.8","23.0","24.0","24.8","24.6"
"06","1011.6","1014.4","1013.2","2023/12/06 08:31:00","1009.7","2023/12/06 14:06:00","24.2","28.2","2023/12/06 13:45:00","20.5","2023/12/06 05:53:00","19.6","76","58","2023/12/06 13:45:00","1.6","340","11.1","360","2023/12/06 23:39:00","0.0","0.0","0.0","--","0.0","--","9.3","85.1","16.14","24.8","4.0","6","2023/12/06 12:00:00","4.2","25.7","23.7","23.8","23.0","23.9","24.7","24.7"
"07","1012.7","1015.5","1014.3","2023/12/07 21:33:00","1010.9","2023/12/07 03:36:00","23.0","24.7","2023/12/07 11:31:00","21.8","2023/12/07 06:02:00","15.2","62","49","2023/12/07 11:29:00","6.2","40","21.2","300","2023/12/07 12:10:00","0.0","0.0","0.0","--","0.0","--","6.7","62.2","15.85","24.6","6.0","6","2023/12/07 12:00:00","4.2","23.9","22.8","23.1","22.5","23.7","24.4","24.7"
"08","1013.2","1016.0","1015.1","2023/12/08 09:12:00","1011.5","2023/12/08 15:00:00","23.7","26.9","2023/12/08 12:05:00","22.1","2023/12/08 01:04:00","16.2","63","53","2023/12/08 12:12:00","2.8","30","10.6","40","2023/12/08 00:29:00","0.0","0.0","0.0","--","0.0","--","4.1","38.1","11.56","21.8","3.6","5","2023/12/08 12:00:00","6.6","24.4","22.8","22.9","22.1","23.2","24.1","24.7"
"09","1011.7","1014.5","1013.8","2023/12/09 08:48:00","1009.8","2023/12/09 14:55:00","25.2","29.1","2023/12/09 14:30:00","22.5","2023/12/09 04:23:00","19.2","70","53","2023/12/09 14:26:00","1.8","60","7.1","340","2023/12/09 22:11:00","0.0","0.0","0.0","--","0.0","--","4.1","37.6","11.42","23.0","3.0","4","2023/12/09 14:00:00","6.4","26.7","23.4","23.3","22.4","23.4","24.3","24.6"
