"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","996.9","1000.2","1000.5","2023/06/01 22:07:00","993.8","2023/06/01 03:58:00","27.9","32.1","2023/06/01 15:17:00","25.3","2023/06/01 03:39:00","25.5","88","62","2023/06/01 17:03:00","2.9","360","12.0","20","2023/06/01 11:15:00","1.0","1.4","0.5","2023/06/01 08:29:00","1.0","2023/06/01 08:05:00","7.4","55.0","20.61","26.0","-5.1","9","2023/06/01 13:00:00","6.0","27.1","28.0","27.6","28.3","28.7","27.5","27.0"
"02","1002.2","1005.5","1005.2","2023/06/02 22:53:00","1000.2","2023/06/02 00:26:00","29.7","34.6","2023/06/02 13:04:00","25.2","2023/06/02 03:35:00","26.0","83","54","2023/06/02 12:53:00","1.8","240","6.7","270","2023/06/02 13:45:00","0.0","0.0","0.0","--","0.0","--","10.0","74.3","25.45","34.0","-4.5","9","2023/06/02 12:00:00","6.2","28.8","28.8","28.2","28.6","28.7","27.5","27.1"
"03","1005.9","1009.2","1007.7","2023/06/03 22:18:00","1004.2","2023/06/03 03:13:00","28.0","31.4","2023/06/03 10:37:00","26.4","2023/06/03 05:06:00","27.3","96","76","2023/06/03 10:56:00","1.7","70","9.7","250","2023/06/03 11:25:00","17.5","1.3","10.0","2023/06/03 03:43:00","17.5","2023/06/03 03:36:00","1.4","10.3","13.03","18.4","-2.8","7","2023/06/03 11:00:00","8.0","27.4","28.4","28.0","28.7","29.0","27.7","27.1"
"04","1006.5","1009.7","1007.6","2023/06/04 06:59:00","1004.7","2023/06/04 15:59:00","28.9","33.0","2023/06/04 13:40:00","25.4","2023/06/04 05:17:00","25.7","84","64","2023/06/04 14:31:00","1.4","320","7.2","320","2023/06/04 15:05:00","T","0.1","T","2023/06/04 00:28:00","T","2023/06/04 00:28:00","7.1","52.7","23.79","26.0","5.8","9","2023/06/04 12:00:00","3.4","28.3","28.8","28.3","28.8","28.9","27.7","27.2"
"05","1006.3","1009.6","1008.3","2023/06/05 21:51:00","1004.5","2023/06/05 15:34:00","28.5","33.2","2023/06/05 13:24:00","25.3","2023/06/05 05:19:00","25.9","87","62","2023/06/05 12:27:00","1.7","300","8.2","290","2023/06/05 14:41:00","T","0.4","T","2023/06/05 17:09:00","T","2023/06/05 17:09:00","5.1","37.8","19.57","22.0","-4.1","8","2023/06/05 11:00:00","5.6","28.1","28.8","28.3","29.0","29.1","27.9","27.3"
"06","1006.1","1009.3","1008.4","2023/06/06 22:08:00","1004.2","2023/06/06 15:38:00","28.9","33.7","2023/06/06 13:10:00","24.5","2023/06/06 03:04:00","25.8","85","62","2023/06/06 10:58:00","1.6","290","8.0","250","2023/06/06 14:34:00","0.0","0.0","0.0","--","0.0","--","9.0","66.7","24.22","27.0","5.3","9","2023/06/06 12:00:00","2.8","28.2","28.9","28.4","28.9","29.1","27.9","27.3"
"07","1006.8","1010.1","1008.3","2023/06/07 22:31:00","1005.3","2023/06/07 16:59:00","28.1","33.1","2023/06/07 11:34:00","24.2","2023/06/07 04:07:00","25.9","89","63","2023/06/07 11:06:00","1.9","270","8.2","240","2023/06/07 14:32:00","16.5","1.3","4.0","2023/06/07 18:26:00","11.0","2023/06/07 17:52:00","6.0","44.5","18.65","34.0","-3.2","7","2023/06/07 11:00:00","6.2","27.7","28.6","28.2","28.9","29.2","28.0","27.4"
"08","1004.9","1008.2","1007.7","2023/06/08 00:01:00","1002.4","2023/06/08 16:00:00","28.8","33.5","2023/06/08 11:52:00","23.9","2023/06/08 05:14:00","25.6","84","57","2023/06/08 11:55:00","2.3","240","9.3","240","2023/06/08 14:38:00","0.5","0.2","0.5","2023/06/08 01:17:00","0.5","2023/06/08 01:17:00","7.0","51.5","20.83","24.0","4.3","9","2023/06/08 11:00:00","7.4","27.7","28.5","28.1","28.7","29.0","27.9","27.5"
"09","1002.2","1005.5","1004.3","2023/06/09 00:02:00","1000.0","2023/06/09 15:55:00","28.6","32.2","2023/06/09 11:58:00","25.8","2023/06/09 05:20:00","26.2","88","63","2023/06/09 14:38:00","1.6","90","7.2","180","2023/06/09 15:37:00","T","0.4","T","2023/06/09 12:13:00","T","2023/06/09 12:13:00","2.4","17.8","14.60","30.0","-3.4","6","2023/06/09 12:00:00","7.8","28.0","28.7","28.3","28.8","29.1","27.9","27.5"
"10","999.6","1002.8","1001.7","2023/06/10 00:01:00","998.0","2023/06/10 15:54:00","27.5","33.2","2023/06/10 12:33:00","24.9","2023/06/10 05:07:00","25.8","91","60","2023/06/10 12:34:00","1.5","70","8.6","240","2023/06/10 13:05:00","2.0","0.9","1.0","2023/06/10 13:06:00","2.0","2023/06/10 13:06:00","2.5","18.5","16.10","16.0","-2.7","8","2023/06/10 12:00:00","8.6","27.2","28.5","28.2","28.8","29.1","27.9","27.5"
"11","999.2","1002.5","1000.2","2023/06/11 22:27:00","998.1","2023/06/11 03:08:00","27.0","30.3","2023/06/11 11:42:00","24.8","2023/06/11 04:56:00","26.6","98","83","2023/06/11 08:01:00","1.1","70","9.4","250","2023/06/11 12:33:00","24.5","1.4","16.5","2023/06/11 12:27:00","23.5","2023/06/11 12:20:00","2.0","14.8","11.21","21.0","-0.7","7","2023/06/11 12:00:00","8.6","27.1","28.3","28.0","28.6","29.0","27.9","27.6"
"12","999.4","1002.7","1001.0","2023/06/12 08:51:00","997.5","2023/06/12 16:07:00","27.0","31.9","2023/06/12 14:42:00","25.5","2023/06/12 02:45:00","26.4","97","72","2023/06/12 13:52:00","1.0","350","9.3","200","2023/06/12 15:29:00","13.0","2.3","6.0","2023/06/12 15:29:00","8.0","2023/06/12 15:24:00","1.5","11.1","11.41","17.4","-1.6","6","2023/06/12 12:00:00","9.2","27.6","28.3","28.0","28.5","28.9","27.8","27.6"
"13","999.1","1002.4","1000.8","2023/06/13 21:44:00","997.8","2023/06/13 03:17:00","26.9","32.3","2023/06/13 12:43:00","25.1","2023/06/13 15:54:00","26.5","98","77","2023/06/13 12:38:00","1.4","240","10.3","250","2023/06/13 13:43:00","67.5","5.3","9.0","2023/06/13 14:49:00","32.5","2023/06/13 15:36:00","1.3","9.6","10.97","11.2","/","7","2023/06/13 12:00:00","9.0","27.4","28.5","28.1","28.5","28.8","27.8","27.6"
"14","1001.8","1005.1","1004.7","2023/06/14 22:03:00","999.1","2023/06/14 02:19:00","28.0","31.3","2023/06/14 12:40:00","25.3","2023/06/14 01:26:00","27.0","94","79","2023/06/14 16:07:00","1.2","300","6.5","250","2023/06/14 17:08:00","4.0","0.4","3.0","2023/06/14 00:31:00","3.5","2023/06/14 00:31:00","1.3","9.6","14.98","22.0","-2.7","5","2023/06/14 13:00:00","8.8","27.7","28.5","28.1","28.5","28.8","27.7","27.6"
