"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","995.4","1000.8","999.1","2023/06/01 22:52:00","992.4","2023/06/01 03:34:00","28.4","32.5","2023/06/01 15:26:00","25.6","2023/06/01 03:43:00","24.2","79","56","2023/06/01 16:20:00","3.0","350","13.8","20","2023/06/01 06:53:00","T","0.3","T","2023/06/01 08:48:00","T","2023/06/01 08:48:00","7.2","53.2","18.98","41.0","-5.5","8","2023/06/01 14:00:00","6.4","28.9","28.5","29.2","29.4","29.3","29.2","28.3"
"02","1000.6","1006.0","1003.6","2023/06/02 22:26:00","998.2","2023/06/02 01:35:00","29.9","34.6","2023/06/02 13:20:00","25.8","2023/06/02 05:03:00","25.6","80","54","2023/06/02 13:14:00","1.5","240","5.8","260","2023/06/02 13:32:00","2.0","0.6","2.0","2023/06/02 23:54:00","2.0","2023/06/02 23:54:00","9.7","71.5","24.33","38.0","-4.6","9","2023/06/02 12:00:00","3.8","30.4","29.7","30.5","30.0","29.5","29.3","28.4"
"03","1004.4","1009.9","1006.2","2023/06/03 22:22:00","1002.7","2023/06/03 03:29:00","27.4","31.0","2023/06/03 13:25:00","25.7","2023/06/03 06:07:00","26.6","95","73","2023/06/03 13:32:00","1.1","130","7.1","180","2023/06/03 14:01:00","15.5","4.3","3.5","2023/06/03 07:00:00","8.5","2023/06/03 06:32:00","0.1","0.7","7.66","26.0","-0.3","4","2023/06/03 10:00:00","9.6","29.7","29.2","29.7","30.0","29.9","29.7","28.5"
"04","1004.9","1010.4","1006.1","2023/06/04 22:37:00","1003.2","2023/06/04 16:04:00","28.7","32.2","2023/06/04 13:46:00","25.2","2023/06/04 04:51:00","25.4","83","62","2023/06/04 16:01:00","1.8","310","7.9","330","2023/06/04 15:11:00","29.0","4.1","6.5","2023/06/04 04:11:00","24.0","2023/06/04 04:03:00","8.1","59.6","23.94","37.0","-7.0","7","2023/06/04 12:00:00","5.8","29.3","28.9","29.5","29.5","29.4","29.4","28.6"
"05","1004.7","1010.2","1007.1","2023/06/05 22:26:00","1002.8","2023/06/05 15:39:00","28.1","32.5","2023/06/05 13:29:00","25.0","2023/06/05 05:13:00","25.1","85","64","2023/06/05 10:41:00","1.9","100","8.1","120","2023/06/05 23:28:00","5.0","3.1","1.5","2023/06/05 17:35:00","3.5","2023/06/05 17:20:00","7.8","57.4","22.32","25.0","-5.5","8","2023/06/05 13:00:00","4.6","29.6","29.2","29.7","29.7","29.5","29.5","28.7"
"06","1004.5","1009.9","1006.8","2023/06/06 22:23:00","1002.5","2023/06/06 15:53:00","28.8","33.3","2023/06/06 13:25:00","24.5","2023/06/06 04:05:00","24.6","79","60","2023/06/06 13:56:00","1.7","280","9.4","170","2023/06/06 17:01:00","T","0.1","T","2023/06/06 00:06:00","T","2023/06/06 00:06:00","9.6","70.6","23.86","36.0","5.0","9","2023/06/06 13:00:00","5.6","29.3","28.9","29.6","29.6","29.4","29.5","28.8"
"07","1005.2","1010.7","1006.7","2023/06/07 22:41:00","1003.4","2023/06/07 16:36:00","28.6","33.2","2023/06/07 11:08:00","25.7","2023/06/07 05:12:00","25.7","85","60","2023/06/07 12:06:00","1.4","230","8.4","280","2023/06/07 13:39:00","9.5","1.4","4.0","2023/06/07 20:07:00","7.5","2023/06/07 20:10:00","5.7","41.9","18.64","43.0","-5.5","8","2023/06/07 11:00:00","6.4","29.6","29.4","29.8","29.8","29.6","29.5","28.8"
"08","1003.4","1008.9","1006.3","2023/06/08 00:01:00","1001.1","2023/06/08 15:19:00","28.7","33.1","2023/06/08 11:53:00","25.1","2023/06/08 04:50:00","25.7","85","64","2023/06/08 11:08:00","1.6","270","7.5","280","2023/06/08 14:52:00","T","0.4","T","2023/06/08 19:01:00","T","2023/06/08 19:01:00","5.3","39.0","19.14","52.0","-3.5","9","2023/06/08 11:00:00","8.0","29.7","29.4","29.8","29.7","29.5","29.5","28.9"
"09","1000.7","1006.1","1002.8","2023/06/09 00:02:00","998.2","2023/06/09 16:15:00","28.6","32.4","2023/06/09 15:08:00","26.3","2023/06/09 05:13:00","25.2","82","62","2023/06/09 15:42:00","1.3","170","6.3","180","2023/06/09 17:50:00","0.0","0.0","0.0","--","0.0","--","3.2","23.5","14.89","38.0","-5.6","7","2023/06/09 14:00:00","8.6","29.6","29.3","29.6","29.7","29.6","29.6","29.0"
