"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1007.1","1009.9","1009.3","2023/07/01 23:32:00","1005.3","2023/07/01 03:20:00","28.5","32.2","2023/07/01 13:42:00","26.5","2023/07/01 14:44:00","26.2","88","70","2023/07/01 13:39:00","1.6","110","12.6","220","2023/07/01 14:21:00","14.0","1.2","12.0","2023/07/01 14:21:00","13.5","2023/07/01 14:21:00","4.5","33.1","17.65","21.2","-4.2","10","2023/07/01 12:00:00","7.4","30.1","29.1","29.1","28.2","29.0","21.1","28.1"
"02","1008.6","1011.4","1010.6","2023/07/02 22:28:00","1007.0","2023/07/02 03:25:00","29.5","32.6","2023/07/02 10:13:00","27.0","2023/07/02 04:43:00","26.1","83","64","2023/07/02 15:23:00","1.7","120","7.3","170","2023/07/02 11:11:00","0.0","0.0","0.0","--","0.0","--","10.5","78.3","24.83","23.6","-6.0","11","2023/07/02 12:00:00","2.8","30.4","29.4","29.4","28.5","29.2","21.3","28.2"
"03","1008.6","1011.4","1009.8","2023/07/03 00:01:00","1007.1","2023/07/03 16:16:00","29.5","32.6","2023/07/03 13:34:00","27.0","2023/07/03 04:25:00","25.9","81","66","2023/07/03 11:33:00","1.5","240","7.4","240","2023/07/03 12:56:00","T","0.1","T","2023/07/03 06:47:00","T","2023/07/03 06:47:00","4.9","36.6","19.90","22.2","5.8","9","2023/07/03 12:00:00","8.2","30.9","29.6","29.6","28.6","29.5","21.6","28.2"
"04","1006.8","1009.5","1008.9","2023/07/04 00:02:00","1005.2","2023/07/04 15:52:00","30.1","33.0","2023/07/04 12:18:00","27.8","2023/07/04 03:52:00","25.9","79","65","2023/07/04 10:50:00","2.6","280","11.6","280","2023/07/04 14:51:00","0.0","0.0","0.0","--","0.0","--","11.5","85.9","27.81","22.6","7.1","12","2023/07/04 13:00:00","2.0","31.4","29.8","29.8","28.9","29.7","21.8","28.3"
"05","1005.9","1008.6","1007.0","2023/07/05 10:05:00","1004.7","2023/07/05 16:19:00","30.2","33.3","2023/07/05 11:07:00","28.6","2023/07/05 04:43:00","26.1","79","68","2023/07/05 11:08:00","3.1","280","11.7","280","2023/07/05 08:59:00","0.0","0.0","0.0","--","0.0","--","8.9","66.5","25.09","22.2","7.5","11","2023/07/05 13:00:00","3.8","31.2","29.7","29.8","29.0","29.9","22.0","28.4"
"06","1006.2","1008.9","1007.5","2023/07/06 09:50:00","1004.6","2023/07/06 02:44:00","30.0","32.8","2023/07/06 13:30:00","28.7","2023/07/06 05:26:00","26.2","80","69","2023/07/06 14:11:00","3.1","280","12.1","280","2023/07/06 12:47:00","0.0","0.0","0.0","--","0.0","--","7.9","59.0","22.86","25.0","6.5","12","2023/07/06 13:00:00","7.6","31.0","29.8","29.8","29.0","29.9","22.1","28.5"
"07","1007.0","1009.7","1008.8","2023/07/07 22:12:00","1005.5","2023/07/07 16:03:00","30.2","32.9","2023/07/07 14:00:00","28.4","2023/07/07 04:44:00","25.9","78","58","2023/07/07 13:51:00","2.9","290","13.0","280","2023/07/07 12:59:00","0.0","0.0","0.0","--","0.0","--","10.9","81.5","27.68","25.0","6.2","12","2023/07/07 13:00:00","5.0","31.2","29.9","29.9","29.1","29.9","22.2","28.6"
"08","1007.7","1010.4","1008.9","2023/07/08 09:52:00","1006.1","2023/07/08 15:28:00","30.3","32.9","2023/07/08 12:07:00","28.5","2023/07/08 04:42:00","26.0","78","66","2023/07/08 14:03:00","2.7","300","12.1","280","2023/07/08 13:21:00","0.0","0.0","0.0","--","0.0","--","11.5","86.0","13.09","24.0","8.5","7","2023/07/08 15:00:00","1.4","31.9","30.2","30.2","29.4","30.1","22.4","28.7"
"09","1007.1","1009.8","1008.0","2023/07/09 00:01:00","1005.8","2023/07/09 15:56:00","30.2","33.1","2023/07/09 13:19:00","28.4","2023/07/09 03:40:00","26.2","79","67","2023/07/09 11:36:00","2.1","280","9.8","280","2023/07/09 17:11:00","0.0","0.0","0.0","--","0.0","--","9.9","74.1","26.15","21.8","7.2","11","2023/07/09 13:00:00","2.6","32.4","30.6","30.5","29.7","30.4","22.6","28.8"
