"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1010.2","1020.3","1011.8","2023/12/01 10:07:00","1008.7","2023/12/01 14:46:00","19.9","22.5","2023/12/01 14:11:00","17.7","2023/12/01 23:28:00","15.1","74","64","2023/12/01 14:12:00","2.2","10","8.4","10","2023/12/01 06:22:00","T","0.4","T","2023/12/01 00:42:00","T","2023/12/01 00:42:00","0.5","4.7","7.25","13.8","-2.2","3","2023/12/01 12:00:00","9.0","21.6","21.6","22.2","23.9","24.3","23.5","25.6"
"02","1010.5","1020.6","1012.9","2023/12/02 09:07:00","1008.1","2023/12/02 15:36:00","20.0","25.3","2023/12/02 12:18:00","17.4","2023/12/02 01:39:00","14.5","71","56","2023/12/02 12:55:00","1.5","360","7.3","360","2023/12/02 14:19:00","T","0.2","T","2023/12/02 07:08:00","T","2023/12/02 07:08:00","5.0","46.7","13.26","18.0","1.8","5","2023/12/02 13:00:00","7.2","21.2","21.0","21.6","23.2","23.7","22.9","25.5"
"03","1009.4","1019.5","1011.1","2023/12/03 09:15:00","1007.8","2023/12/03 15:33:00","20.6","23.6","2023/12/03 12:59:00","18.3","2023/12/03 00:01:00","16.5","77","68","2023/12/03 13:01:00","1.3","10","6.9","20","2023/12/03 16:55:00","T","0.1","T","2023/12/03 21:03:00","T","2023/12/03 21:03:00","0.2","1.9","6.77","10.8","-0.8","3","2023/12/03 12:00:00","9.8","21.5","21.2","21.7","23.2","23.6","22.8","25.4"
"04","1006.5","1016.6","1008.7","2023/12/04 00:10:00","1004.8","2023/12/04 14:52:00","20.6","23.1","2023/12/04 11:12:00","19.1","2023/12/04 02:22:00","18.6","88","78","2023/12/04 10:14:00","1.0","30","6.1","300","2023/12/04 12:08:00","2.5","4.3","0.5","2023/12/04 09:04:00","1.5","2023/12/04 12:29:00","0.0","0.0","4.40","12.4","-1.4","2","2023/12/04 11:00:00","10.0","21.9","21.5","21.9","23.3","23.7","22.8","25.3"
"05","1004.7","1014.7","1006.4","2023/12/05 09:04:00","1002.7","2023/12/05 13:04:00","21.4","25.6","2023/12/05 12:31:00","19.3","2023/12/05 22:03:00","17.2","78","62","2023/12/05 12:31:00","1.7","350","7.7","330","2023/12/05 14:14:00","0.0","0.0","0.0","--","0.0","--","7.4","69.5","14.89","14.4","-1.9","5","2023/12/05 12:00:00","5.6","21.8","21.6","22.0","23.4","23.7","22.8","25.2"
"06","1006.2","1016.2","1007.8","2023/12/06 09:08:00","1004.8","2023/12/06 13:44:00","20.1","21.6","2023/12/06 11:39:00","18.9","2023/12/06 23:48:00","16.2","78","53","2023/12/06 22:13:00","1.1","360","6.6","10","2023/12/06 20:55:00","0.5","2.5","0.5","2023/12/06 18:32:00","0.5","2023/12/06 18:32:00","0.0","0.0","3.15","10.0","-0.3","2","2023/12/06 13:00:00","9.6","21.4","21.3","21.8","23.3","23.7","22.8","25.1"
"07","1005.8","1015.9","1007.2","2023/12/07 08:40:00","1004.0","2023/12/07 14:28:00","20.7","26.7","2023/12/07 13:43:00","15.3","2023/12/07 05:50:00","12.2","60","41","2023/12/07 10:44:00","1.0","360","5.6","340","2023/12/07 15:39:00","0.0","0.0","0.0","--","0.0","--","9.3","87.4","15.73","14.4","1.6","5","2023/12/07 12:00:00","0.2","20.3","20.2","20.8","22.5","23.1","22.3","25.1"
"08","1006.4","1016.5","1008.3","2023/12/08 08:42:00","1004.8","2023/12/08 14:37:00","21.2","26.7","2023/12/08 13:50:00","16.9","2023/12/08 06:35:00","16.1","74","49","2023/12/08 10:23:00","0.8","320","5.7","340","2023/12/08 14:28:00","0.0","0.0","0.0","--","0.0","--","9.3","87.5","15.28","11.2","3.5","5","2023/12/08 12:00:00","0.6","21.0","20.7","21.2","22.6","23.0","22.2","24.9"
"09","1005.3","1015.3","1008.0","2023/12/09 08:37:00","1003.7","2023/12/09 15:18:00","22.4","28.9","2023/12/09 13:21:00","17.2","2023/12/09 06:05:00","15.2","66","39","2023/12/09 14:08:00","0.9","330","5.8","350","2023/12/09 17:59:00","0.0","0.0","0.0","--","0.0","--","9.5","89.4","15.48","16.0","2.5","5","2023/12/09 12:00:00","0.0","21.2","21.0","21.4","22.8","23.2","22.4","24.8"
