"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1013.0","1016.3","1014.8","2023/11/01 08:36:00","1011.4","2023/11/01 15:06:00","25.2","31.3","2023/11/01 13:08:00","20.4","2023/11/01 06:05:00","21.7","83","49","2023/11/01 13:04:00","1.0","280","6.2","270","2023/11/01 15:02:00","0.0","0.0","0.0","--","0.0","--","9.6","86.1","18.47","13.8","4.0","7","2023/11/01 12:00:00","1.8","25.3","24.5","23.8","24.8","26.1","26.5","26.8"
"02","1011.5","1014.8","1013.2","2023/11/02 08:39:00","1010.0","2023/11/02 14:25:00","24.9","31.2","2023/11/02 13:30:00","21.5","2023/11/02 04:17:00","22.0","85","57","2023/11/02 12:55:00","1.0","300","6.7","250","2023/11/02 13:38:00","0.0","0.0","0.0","--","0.0","--","8.7","78.1","17.61","14.4","4.0","7","2023/11/02 12:00:00","2.2","25.4","24.8","24.0","24.9","26.2","26.6","26.7"
"03","1010.1","1013.4","1011.8","2023/11/03 09:23:00","1008.1","2023/11/03 14:50:00","24.3","30.0","2023/11/03 12:53:00","19.7","2023/11/03 05:54:00","21.3","85","57","2023/11/03 12:18:00","1.2","80","7.2","310","2023/11/03 15:13:00","0.0","0.0","0.0","--","0.0","--","9.9","89.1","18.40","17.4","4.5","7","2023/11/03 12:00:00","0.4","24.8","24.2","23.5","24.8","26.2","26.6","26.8"
"04","1010.5","1013.9","1011.9","2023/11/04 09:23:00","1008.7","2023/11/04 14:08:00","24.7","31.5","2023/11/04 12:41:00","19.7","2023/11/04 05:37:00","20.8","81","46","2023/11/04 13:23:00","1.2","340","6.3","340","2023/11/04 14:52:00","0.0","0.0","0.0","--","0.0","--","10.3","92.8","18.86","23.0","4.1","8","2023/11/04 12:00:00","0.6","25.0","24.1","23.3","24.6","26.0","26.5","26.7"
"05","1011.0","1014.4","1012.3","2023/11/05 21:10:00","1009.2","2023/11/05 14:59:00","25.1","32.4","2023/11/05 13:18:00","19.6","2023/11/05 05:38:00","20.3","78","37","2023/11/05 12:49:00","0.8","310","6.3","320","2023/11/05 14:51:00","0.0","0.0","0.0","--","0.0","--","10.3","93.0","18.66","30.4","4.2","8","2023/11/05 12:00:00","0.2","25.2","24.1","23.3","24.5","25.9","26.4","26.7"
"06","1011.6","1014.9","1013.3","2023/11/06 21:56:00","1009.5","2023/11/06 14:25:00","26.1","31.6","2023/11/06 13:15:00","21.1","2023/11/06 03:48:00","21.5","78","51","2023/11/06 10:49:00","1.4","340","6.9","310","2023/11/06 11:56:00","0.0","0.0","0.0","--","0.0","--","6.9","62.4","17.59","34.0","5.8","8","2023/11/06 12:00:00","4.0","26.1","24.6","23.7","24.8","26.1","26.4","26.7"
"07","1012.7","1016.0","1014.4","2023/11/07 09:16:00","1011.2","2023/11/07 14:27:00","24.6","29.2","2023/11/07 12:57:00","21.1","2023/11/07 22:57:00","20.9","81","60","2023/11/07 15:08:00","1.3","340","7.8","320","2023/11/07 15:47:00","0.0","0.0","0.0","--","0.0","--","3.5","31.4","13.16","9.0","3.0","6","2023/11/07 13:00:00","5.8","25.2","24.7","23.9","25.0","26.3","26.6","26.7"
"08","1012.2","1015.6","1013.8","2023/11/08 09:12:00","1010.4","2023/11/08 14:55:00","24.8","30.9","2023/11/08 13:00:00","20.2","2023/11/08 02:46:00","20.7","79","57","2023/11/08 13:01:00","1.1","320","5.8","290","2023/11/08 13:29:00","0.0","0.0","0.0","--","0.0","--","9.0","81.0","16.40","13.8","4.8","7","2023/11/08 12:00:00","1.8","25.3","24.3","23.5","24.7","26.1","26.5","26.7"
"09","1012.2","1015.5","1013.6","2023/11/09 09:00:00","1010.1","2023/11/09 14:04:00","25.1","30.5","2023/11/09 12:57:00","21.3","2023/11/09 05:41:00","22.3","85","61","2023/11/09 12:25:00","1.0","40","5.5","330","2023/11/09 14:13:00","0.0","0.0","0.0","--","0.0","--","6.5","59.0","12.16","10.2","3.5","6","2023/11/09 13:00:00","3.8","25.6","24.7","23.9","24.9","26.2","26.5","26.7"
"10","1012.8","1016.2","1014.3","2023/11/10 09:09:00","1010.8","2023/11/10 14:22:00","25.6","32.2","2023/11/10 13:20:00","20.5","2023/11/10 06:16:00","21.8","81","51","2023/11/10 13:33:00","1.6","10","7.6","320","2023/11/10 15:14:00","0.0","0.0","0.0","--","0.0","--","10.2","92.1","14.96","18.0","5.0","7","2023/11/10 12:00:00","1.8","25.8","24.7","23.8","24.9","26.2","26.5","26.7"
"11","1013.6","1016.9","1015.3","2023/11/11 22:08:00","1011.3","2023/11/11 14:51:00","24.4","30.0","2023/11/11 12:21:00","21.3","2023/11/11 06:14:00","21.0","82","62","2023/11/11 12:22:00","1.6","340","6.7","20","2023/11/11 20:04:00","0.0","0.0","0.0","--","0.0","--","10.0","91.1","14.93","30.0","4.5","7","2023/11/11 12:00:00","1.0","24.8","24.4","23.5","24.9","26.2","26.6","26.7"
"12","1015.0","1018.4","1017.0","2023/11/12 23:59:59","1013.1","2023/11/12 14:06:00","22.7","25.8","2023/11/12 12:12:00","20.6","2023/11/12 23:13:00","19.2","81","69","2023/11/12 16:29:00","1.9","350","6.3","330","2023/11/12 14:23:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","6.05","14.2","3.2","3","2023/11/12 12:00:00","9.6","23.0","23.3","22.8","24.5","25.9","26.5","26.8"
"13","1017.2","1020.6","1019.5","2023/11/13 22:43:00","1015.2","2023/11/13 14:41:00","21.0","24.8","2023/11/13 11:43:00","18.4","2023/11/13 20:25:00","15.8","72","59","2023/11/13 14:15:00","2.1","360","7.5","310","2023/11/13 12:19:00","0.0","0.0","0.0","--","0.0","--","5.4","49.3","12.41","26.0","4.4","6","2023/11/13 12:00:00","4.4","21.8","22.2","21.7","23.6","25.3","26.2","26.8"
"14","1017.8","1021.2","1020.2","2023/11/14 09:29:00","1015.7","2023/11/14 14:43:00","20.8","26.5","2023/11/14 13:31:00","17.4","2023/11/14 02:56:00","16.4","76","57","2023/11/14 12:59:00","0.9","330","6.8","320","2023/11/14 15:31:00","0.0","0.0","0.0","--","0.0","--","2.6","23.8","12.24","15.6","2.4","6","2023/11/14 13:00:00","8.2","22.2","22.0","21.4","23.1","24.7","25.7","26.6"
"15","1017.0","1020.3","1019.0","2023/11/15 09:08:00","1014.4","2023/11/15 14:47:00","22.8","28.8","2023/11/15 12:57:00","17.7","2023/11/15 03:46:00","18.7","79","53","2023/11/15 13:02:00","1.1","280","7.6","290","2023/11/15 14:45:00","0.0","0.0","0.0","--","0.0","--","8.5","77.3","16.15","13.2","3.8","6","2023/11/15 12:00:00","2.6","23.6","22.6","21.8","23.1","24.7","25.5","26.4"
